caldt,close,ret
9-Sep-19,"10,309.00",-0.009
8-Sep-19,"10,402.80",-0.0056
7-Sep-19,"10,461.10",0.0147
6-Sep-19,"10,309.30",-0.0244
5-Sep-19,"10,566.90",-0.0001
4-Sep-19,"10,568.20",-0.0042
3-Sep-19,"10,612.30",0.0255
2-Sep-19,"10,348.80",0.0637
1-Sep-19,"9,729.30",0.0141
31-Aug-19,"9,594.40",0.0009
30-Aug-19,"9,585.40",0.0099
29-Aug-19,"9,491.00",-0.0245
28-Aug-19,"9,729.40",-0.0447
27-Aug-19,"10,184.80",-0.018
26-Aug-19,"10,371.80",0.0232
25-Aug-19,"10,136.30",0.0005
24-Aug-19,"10,131.00",-0.0248
23-Aug-19,"10,388.70",0.0281
22-Aug-19,"10,105.00",-0.0036
21-Aug-19,"10,141.50",-0.0568
20-Aug-19,"10,752.60",-0.0145
19-Aug-19,"10,910.70",0.058
18-Aug-19,"10,312.70",0.0093
17-Aug-19,"10,218.10",-0.0114
16-Aug-19,"10,335.60",0.0031
15-Aug-19,"10,303.40",0.0253
14-Aug-19,"10,049.40",-0.0774
13-Aug-19,"10,892.90",-0.044
12-Aug-19,"11,394.20",-0.0107
11-Aug-19,"11,517.20",0.0179
10-Aug-19,"11,314.50",-0.0641
9-Aug-19,"12,089.80",-0.0084
8-Aug-19,"12,191.60",0.0148
7-Aug-19,"12,013.90",0.0464
6-Aug-19,"11,480.90",-0.0284
5-Aug-19,"11,816.80",0.0807
4-Aug-19,"10,934.60",0.011
3-Aug-19,"10,815.70",0.0281
2-Aug-19,"10,520.10",0.0135
1-Aug-19,"10,380.00",0.0296
31-Jul-19,"10,082.00",0.0523
30-Jul-19,"9,580.70",0
29-Jul-19,"9,580.90",-0.0151
28-Jul-19,"9,727.80",0.0248
27-Jul-19,"9,492.10",-0.0345
26-Jul-19,"9,831.00",-0.0115
25-Jul-19,"9,945.30",0.0144
24-Jul-19,"9,804.30",-0.0085
23-Jul-19,"9,888.70",-0.0503
22-Jul-19,"10,412.50",-0.0282
21-Jul-19,"10,714.40",-0.0104
20-Jul-19,"10,826.70",0.0241
19-Jul-19,"10,571.50",-0.0075
18-Jul-19,"10,651.40",0.0955
17-Jul-19,"9,723.20",0.0317
16-Jul-19,"9,424.80",-0.131
15-Jul-19,"10,845.90",0.0633
14-Jul-19,"10,200.10",-0.1025
13-Jul-19,"11,364.90",-0.0338
12-Jul-19,"11,762.10",0.037
11-Jul-19,"11,342.30",-0.0634
10-Jul-19,"12,110.60",-0.0344
9-Jul-19,"12,541.50",0.0236
8-Jul-19,"12,252.60",0.0733
7-Jul-19,"11,415.90",0.0131
6-Jul-19,"11,268.00",0.0271
5-Jul-19,"10,970.20",-0.0173
4-Jul-19,"11,163.10",-0.062
3-Jul-19,"11,900.80",0.0983
2-Jul-19,"10,835.90",0.0207
1-Jul-19,"10,616.60",-0.0187
30-Jun-19,"10,818.60",-0.0914
29-Jun-19,"11,906.50",-0.0405
28-Jun-19,"12,409.10",0.0993
27-Jun-19,"11,287.80",-0.1359
26-Jun-19,"13,063.80",0.1062
25-Jun-19,"11,809.90",0.0691
24-Jun-19,"11,046.40",0.0137
23-Jun-19,"10,897.10",0.0164
22-Jun-19,"10,721.70",0.0533
21-Jun-19,"10,179.30",0.0696
20-Jun-19,"9,517.00",0.0283
19-Jun-19,"9,255.40",0.0193
18-Jun-19,"9,080.60",-0.0256
17-Jun-19,"9,318.80",0.0398
16-Jun-19,"8,962.50",0.017
15-Jun-19,"8,812.50",0.0181
14-Jun-19,"8,656.10",0.0532
13-Jun-19,"8,219.00",0.0106
12-Jun-19,"8,133.10",0.0311
11-Jun-19,"7,888.00",-0.0125
10-Jun-19,"7,987.80",0.0462
9-Jun-19,"7,635.00",-0.0337
8-Jun-19,"7,901.40",-0.0105
7-Jun-19,"7,985.20",0.0257
6-Jun-19,"7,784.90",0.0008
5-Jun-19,"7,779.10",0.0122
4-Jun-19,"7,685.50",-0.0541
3-Jun-19,"8,124.80",-0.0692
2-Jun-19,"8,728.60",0.0214
1-Jun-19,"8,545.70",-0.0015
31-May-19,"8,558.30",0.0346
30-May-19,"8,271.90",-0.0435
29-May-19,"8,647.80",-0.0079
28-May-19,"8,716.30",-0.005
27-May-19,"8,760.10",0.0151
26-May-19,"8,630.20",0.0751
25-May-19,"8,027.40",0.0072
24-May-19,"7,970.10",0.015
23-May-19,"7,852.10",0.0283
22-May-19,"7,635.70",-0.0372
21-May-19,"7,930.30",-0.0044
20-May-19,"7,965.30",-0.0235
19-May-19,"8,157.20",0.1232
18-May-19,"7,262.60",-0.0132
17-May-19,"7,359.50",-0.0651
16-May-19,"7,871.80",-0.0359
15-May-19,"8,164.60",0.0213
